id,code,label_en,label_de,parent_code,level
75,/21/35/145,pathology,,/21/35,2
76,/21/33/137,public health,,/21/33,2
77,/23/45/277,environmental sciences,,/23/45,2
78,/29/91/523,business and management,,/29/91,2
79,/25/67/425,energy and fuels,,/25/67,2
80,/29/101/1367,social issues,,/29/101,2
81,/21/39/225,oncology,,/21/39,2
82,/23/53/369,polymer sciences,,/23/53,2
83,/23/43/259,electromagnetism and electronics,,/23/43,2
84,/25/73/453,electronic engineering,,/25/73,2
85,/21/33/117,nutrition,,/21/33,2
86,/29/99/547,transport,,/29/99,2
87,/23/47/301,computational science,,/23/47,2
88,/23/47/299,data science,,/23/47,2
89,/23/49/317,marine biology,,/23/49,2
90,/27/81/489,fisheries,,/27/81,2
91,/25/61/385,bioprocessing technologies,,/25/61,2
92,/23/47/15962364,knowledge engineering,,/23/47,2
93,/27/83/501,domestic animals,,/27/83,2
94,/25/61/383,biomaterials,,/25/61,2
95,/25/75/471,thermodynamic engineering,,/25/75,2
96,/23/53/365,inorganic chemistry,,/23/53,2
97,/25/63/397,ceramics,,/25/63,2
98,/23/47/303,databases,,/23/47,2
99,/25/67/11936537,ecosystem-based management,,/25/67,2
100,/23/49/345,zoology,,/23/49,2
101,/21/39/217,pneumology,,/21/39,2
102,/21/35/159,pharmacology and pharmacy,,/21/35,2
103,/21/35/155,immunology,,/21/35,2
104,/27/81/495,forestry,,/27/81,2
105,/25/67/419,remote sensing,,/25/67,2
106,/23/49/323,biodiversity conservation,,/23/49,2
107,/25/73/30020,information engineering,,/25/73,2
108,/23/43/269,classical mechanics,,/23/43,2
109,/23/53/373,electrochemistry,,/23/53,2
110,/23/43/267,atomic physics,,/23/43,2
111,/23/43/793,quantum physics,,/23/43,2
112,/25/75/461,vehicle engineering,,/25/75,2
113,/23/43/263,condensed matter physics,,/23/43,2
114,/23/43/271,plasma physics,,/23/43,2
115,/23/43/261,theoretical physics,,/23/43,2
116,/23/51/355,applied mathematics,,/23/51,2
117,/23/45/289,oceanography,,/23/45,2
118,/23/47/297,artificial intelligence,,/23/47,2
119,/23/43/265,thermodynamics,,/23/43,2
120,/21/35/153,neurology,,/21/35,2
121,/21/39/179,endocrinology,,/21/39,2
122,/29/97/87917856,political policies,,/29/97,2
123,/21/39/221,cardiology,,/21/39,2
124,/23/49/327,neurobiology,,/23/49,2
125,/21/39/175,gerontology,,/21/39,2
126,/23/49/329,biophysics,,/23/49,2
127,/23/47/295,computer security,,/23/47,2
128,/21/39/213,ophthalmology,,/21/39,2
129,/21/35/147,toxicology,,/21/35,2
130,/29/101/561,anthropology,,/29/101,2
131,/23/53/69669548,catalysis,,/23/53,2
132,/21/39/227,physiotherapy,,/21/39,2
133,/21/37/677,implants,,/21/37,2
134,/25/73/451,electrical engineering,,/25/73,2
135,/23/51/359,pure mathematics,,/23/51,2
136,/25/69/435,nano-materials,,/25/69,2
137,/23/45/285,geochemistry,,/23/45,2
138,/25/77/477,construction engineering,,/25/77,2
139,/23/43/273,acoustics,,/23/43,2
140,/31/109/1403,musicology,,/31/109,2
141,/23/53/367,physical chemistry,,/23/53,2
142,/25/77/479,architecture engineering,,/25/77,2
143,/23/47/305,internet,,/23/47,2
144,/23/49/321,biological behavioural sciences,,/23/49,2
145,/25/63/387,composites,,/25/63,2
146,/23/53/363,organic chemistry,,/23/53,2
147,/21/33/121,infectious diseases,,/21/33,2
148,/25/63/409,colors,,/25/63,2
149,/23/49/343,evolutionary biology,,/23/49,2
150,/21/39/223,surgery,,/21/39,2
151,/21/35/149,medical genetics,,/21/35,2
152,/21/37/165,genetic engineering,,/21/37,2
153,/25/59/379,microtechnology,,/25/59,2
154,/21/37/163,cells technologies,,/21/37,2
155,/25/71/443,bioremediation,,/25/71,2
156,/25/63/399,textiles,,/25/63,2
157,/29/105/573,didactics,,/29/105,2
158,/21/37/171,nanomedicine,,/21/37,2
159,/23/45/293,physical geography,,/23/45,2
160,/29/97/541,political communication,,/29/97,2
161,/31/107/583,general language studies,,/31/107,2
162,/25/67/89023697,water treatment processes,,/25/67,2
163,/23/45/30018,atmospheric sciences,,/23/45,2
164,/23/45/30019,geophysics,,/23/45,2
165,/31/113/611,archaeology,,/31/113,2
166,/25/63/391,coating and films,,/25/63,2
167,/25/59/377,food technology,,/25/59,2
168,/25/57/90532773,wearable medical technology,,/25/57,2
169,/25/59/81020971,nuclear engineering,,/25/59,2
170,/23/43/253,nuclear physics,,/23/43,2
171,/27/83/503,dairy,,/27/83,2
172,/25/77/473,structural engineering,,/25/77,2
173,/21/39/215,rheumatology,,/21/39,2
174,/29/93/47293307,ergonomics,,/29/93,2
175,/25/63/19232965,amorphous solids,,/25/63,2
176,/25/63/393,fibers,,/25/63,2
177,/25/75/469,manufacturing engineering,,/25/75,2
178,/21/37/167,tissue engineering,,/21/37,2
179,/23/49/309,molecular biology,,/23/49,2
180,/25/57/375,medical laboratory technology,,/25/57,2
181,/21/39/237,transplantation,,/21/39,2
182,/27/79/483,agricultural genetics,,/27/79,2
183,/21/33/125,dietetics,,/21/33,2
184,/21/39/177,gastroenterology,,/21/39,2
185,/21/39/243,angiology,,/21/39,2
186,/25/63/395,woodworking,,/25/63,2
187,/29/101/551,ideologies,,/29/101,2
188,/25/67/417,mining and mineral processing,,/25/67,2
189,/31/109/593,performing arts,,/31/109,2
190,/31/107/577,literature studies,,/31/107,2
191,/31/115/563,library sciences,,/31/115,2
192,/31/109/603,visual arts,,/31/109,2
193,/31/111/607,religions,,/31/111,2
194,/21/33/30011,health care services,,/21/33,2
195,/25/71/447,biosensing,,/25/71,2
196,/25/69/437,nanophotonics,,/25/69,2
197,/29/99/549,urban studies,,/29/99,2
198,/25/63/401,crystals,,/25/63,2
199,/21/39/183,allergology,,/21/39,2
200,/23/45/287,hydrology,,/23/45,2
201,/25/67/423,natural resources management,,/25/67,2
202,/25/65/81684188,separation technologies,,/25/65,2
203,/21/39/235,psychiatry,,/21/39,2
204,/23/53/361,analytical chemistry,,/23/53,2
205,/25/57/693,diagnostic imaging,,/25/57,2
206,/23/53/371,nuclear chemistry,,/23/53,2
207,/29/105/571,pedagogy,,/29/105,2
208,/23/45/283,soil sciences,,/23/45,2
209,/25/77/84897392,water engineering,,/25/77,2
210,/21/39/201,radiology,,/21/39,2
211,/29/89/517,constitutional law,,/29/89,2
212,/21/41/249,forensic sciences,,/21/41,2
213,/29/93/531,social psychology,,/29/93,2
214,/21/39/30013,hepatology,,/21/39,2
215,/23/43/30016,relativistic mechanics,,/23/43,2
216,/25/67/427,geotechnics,,/25/67,2
217,/29/101/1363,gender studies,,/29/101,2
218,/29/99/545,cultural and economic geography,,/29/99,2
219,/29/97/537,public administration,,/29/97,2
220,/29/89/509,penology,,/29/89,2
221,/31/111/605,ethics,,/31/111,2
222,/21/33/143,nursing,,/21/33,2
223,/25/77/475,transportation engineering,,/25/77,2
224,/23/45/275,palaeontology,,/23/45,2
225,/29/93/525,behavioural psychology,,/29/93,2
226,/25/63/389,metallurgy,,/25/63,2
227,/25/69/433,nanoelectronics,,/25/69,2
228,/25/75/467,mechatronics,,/25/75,2
229,/31/107/587,linguistics,,/31/107,2
230,/25/67/39381296,air pollution engineering,,/25/67,2
231,/25/65/411,chemical process engineering,,/25/65,2
232,/29/89/513,law enforcement,,/29/89,2
233,/29/103/567,journalism,,/29/103,2
234,/21/39/219,hematology,,/21/39,2
235,/21/39/239,odontology,,/21/39,2
236,/21/39/233,urology,,/21/39,2
237,/21/39/211,dermatology,,/21/39,2
238,/25/67/421,geological engineering,,/25/67,2
239,/23/43/255,molecular and chemical physics,,/23/43,2
240,/23/49/41594476,histology,,/23/49,2
241,/23/49/339,synthetic biology,,/23/49,2
242,/25/63/407,nanocomposites,,/25/63,2
243,/21/33/135,parasitology,,/21/33,2
244,/21/33/5029300,personalized medicine,,/21/33,2
245,/29/101/1361,family studies,,/29/101,2
246,/29/89/511,criminology,,/29/89,2
247,/29/105/575,inclusive education,,/29/105,2
248,/29/93/529,psycholinguistics,,/29/93,2
249,/21/39/231,nephrology,,/21/39,2
250,/21/39/241,clinical neurology,,/21/39,2
251,/21/35/157,medicinal chemistry,,/21/35,2
252,/25/67/52713081,carbon capture engineering,,/25/67,2
253,/25/63/403,liquid crystals,,/25/63,2
254,/29/89/1837,human rights,,/29/89,2
255,/25/75/463,tribology,,/25/75,2
256,/21/39/205,otorhinolaryngology,,/21/39,2
257,/29/101/1365,social work,,/29/101,2
258,/25/77/94443578,urban engineering,,/25/77,2
259,/31/109/601,architectural design,,/31/109,2
260,/29/93/533,cognitive psychology,,/29/93,2
261,/23/49/353,biological morphology,,/23/49,2
262,/25/75/465,applied mechanics,,/25/75,2
263,/21/41/247,history of medicine,,/21/41,2
264,/31/109/597,art history,,/31/109,2
265,/29/93/527,psychotherapy,,/29/93,2
266,/21/39/181,critical care medicine,,/21/39,2
267,/23/49/333,reproductive biology,,/23/49,2
268,/21/33/28360549,speech-language pathology,,/21/33,2
269,/21/39/189,emergency medicine,,/21/39,2
270,/21/39/185,anaesthesiology,,/21/39,2
271,/27/83/505,apiculture,,/27/83,2
272,/27/79/487,marker assisted selection,,/27/79,2
273,/21/39/195,paediatrics,,/21/39,2
274,/21/39/199,andrology,,/21/39,2
275,/25/69/441,nano-processes,,/25/69,2
276,/27/79/481,biomass,,/27/79,2
277,/31/109/595,modern and contemporary art,,/31/109,2
278,/29/93/3133018,developmental psychology,,/29/93,2
279,/25/63/405,synthetic dyes,,/25/63,2
280,/21/33/139,sport and fitness sciences,,/21/33,2
281,/29/105/569,special education,,/29/105,2
282,/29/103/1603,graphic design,,/29/103,2
283,/21/39/187,orthopaedics,,/21/39,2
284,/29/89/74342181,environmental law,,/29/89,2
285,/21/33/119,social biomedical sciences,,/21/33,2
286,/21/33/141,substance abuse,,/21/33,2
287,/25/61/381,metabolic engineering,,/25/61,2
288,/21/33/131,health care sciences,,/21/33,2
289,/21/33/123,inflammatory diseases,,/21/33,2
290,/21/33/129,tropical medicine,,/21/33,2
291,/25/69/439,nanoelectromechanical systems,,/25/69,2
292,/21/33/127,medical ethics,,/21/33,2
293,/25/65/415,biochemical engineering,,/25/65,2
294,/29/89/519,international law,,/29/89,2
295,/23/49/347,freshwater biology,,/23/49,2
296,/21/39/191,peripheral vascular disease,,/21/39,2
297,/29/101/1369,globalization,,/29/101,2
298,/29/89/515,admiralty law,,/29/89,2
299,/21/39/209,integrative and complementary medicine,,/21/39,2
300,/21/39/30014,venereal diseases,,/21/39,2
301,/23/49/331,other biological topics,,/23/49,2
302,/21/39/30012,internal medicine,,/21/39,2
303,/21/39/197,clinical microbiology,,/21/39,2
304,/21/39/229,general medicine,,/21/39,2
305,/29/97/67681549/64785222,revolutions,,/29/97/67681549,3
306,/29/101/553/1775,human migrations,,/29/101/553,3
307,/23/49/315/997,biomolecules,,/23/49/315,3
308,/29/91/521/83249330,bioeconomy,,/29/91/521,3
309,/27/81/30021/493,agronomy,,/27/81/30021,3
310,/27/81/30021/30833628,grains and oilseeds,,/27/81/30021,3
311,/23/49/341/1035,bacteriology,,/23/49/341,3
312,/23/49/337/1015,DNA,,/23/49/337,3
313,/23/49/335/1009,ecosystems,,/23/49/335,3
314,/29/97/543/1333,e-governance,,/29/97/543,3
315,/21/39/695/53763899,reproductive medicine,,/21/39/695,3
316,/29/101/553/1357,fertility,,/29/101/553,3
317,/29/95/92131787/73291420,development economics,,/29/95/92131787,3
318,/23/43/251/48354418,microscopy,,/23/43/251,3
319,/29/101/555/1359,automation,,/29/101/555,3
320,/25/67/429/97581411,waste treatment processes,,/25/67/429,3
321,/23/43/257/771,planetary sciences,,/23/43/257,3
322,/21/33/137/133,epidemiology,,/21/33/137,3
323,/23/45/277/829,pollution,,/23/45/277,3
324,/29/91/523/1309,entrepreneurship,,/29/91/523,3
325,/25/67/425/1169,renewable energy,,/25/67/425,3
326,/29/91/521/1303,sustainable economy,,/29/91/521,3
327,/29/101/1367/1779,corruption,,/29/101/1367,3
328,/23/43/259/787,optoelectronics,,/23/43/259,3
329,/25/73/453/58525161,sensors,,/25/73/453,3
330,/23/43/259/777,semiconductivity,,/23/43/259,3
331,/29/99/547/1351,navigation systems,,/29/99/547,3
332,/23/47/301/953,multiphysics,,/23/47/301,3
333,/29/91/521/1299,production economics,,/29/91/521,3
334,/23/47/299/941,data processing,,/23/47/299,3
335,/27/83/501/507,animal husbandry,,/27/83/501,3
336,/25/61/383/1159,biofuels,,/25/61/383,3
337,/25/75/471/1251,heat engineering,,/25/75/471,3
338,/23/53/365/72505310,transition metals,,/23/53/365,3
339,/27/81/30021/55980855,agroecology,,/27/81/30021,3
340,/25/67/11936537/62051362,ecological restoration,,/25/67/11936537,3
341,/23/49/345/1045,mammalogy,,/23/49/345,3
342,/21/39/217/709,tuberculosis,,/21/39/217,3
343,/21/35/159/653,pharmaceutical drugs,,/21/35/159,3
344,/21/35/155/643,immunotherapy,,/21/35/155,3
345,/27/81/495/1283,silviculture,,/27/81/495,3
346,/25/73/30020/455,telecommunications,,/25/73/30020,3
347,/23/43/269/811,fluid mechanics,,/23/43/269,3
348,/23/43/251/1077,spectroscopy,,/23/43/251,3
349,/23/43/793/1545,quantum optics,,/23/43/793,3
350,/23/43/251/745,laser physics,,/23/43/251,3
351,/23/43/259/1525,superconductivity,,/23/43/259,3
352,/25/75/461/1239,aerospace engineering,,/25/75/461,3
353,/23/51/355/1055,dynamical systems,,/23/51/355,3
354,/23/51/355/357,statistics and probability,,/23/51/355,3
355,/23/47/297/933,machine learning,,/23/47/297,3
356,/23/47/307/979,software applications,,/23/47/307,3
357,/25/73/453/449,computer hardware,,/25/73/453,3
358,/21/35/153/629,epilepsy,,/21/35/153,3
359,/21/39/179/681,diabetes,,/21/39/179,3
360,/29/97/87917856/1335,civil society,,/29/97/87917856,3
361,/29/95/92131787/17995755,development theories,,/29/95/92131787,3
362,/23/49/337/1023,chromosomes,,/23/49/337,3
363,/23/49/337/1025,genomes,,/23/49/337,3
364,/21/39/221/713,cardiovascular diseases,,/21/39/221,3
365,/21/35/153/635,stroke,,/21/35/153,3
366,/21/35/153/22901471,dementia,,/21/35/153,3
367,/23/49/341/12537269,microbiomes,,/23/49/341,3
368,/21/39/213/703,glaucoma,,/21/39/213,3
369,/23/43/257/757,stellar astronomy,,/23/43/257,3
370,/29/101/561/1381,physical anthropology,,/29/101/561,3
371,/23/43/257/775,physical cosmology,,/23/43/257,3
372,/23/49/337/1021,RNA,,/23/49/337,3
373,/23/51/355/1061,numerical analysis,,/23/51/355,3
374,/25/73/451/1209,power engineering,,/25/73/451,3
375,/23/43/261/791,particle physics,,/23/43/261,3
376,/23/51/359/1067,mathematical analysis,,/23/51/359,3
377,/23/51/359/1071,topology,,/23/51/359,3
378,/23/51/359/1065,geometry,,/23/51/359,3
379,/23/53/69669548/1665,photocatalysis,,/23/53/69669548,3
380,/23/53/365/71735538,metalloids,,/23/53/365,3
381,/23/43/793/30017,quantum field theory,,/23/43/793,3
382,/25/69/435/1191,two-dimensional nanostructures,,/25/69/435,3
383,/23/49/337/1017,mutation,,/23/49/337,3
384,/29/101/561/1379,ethnology,,/29/101/561,3
385,/23/43/273/813,ultrasound,,/23/43/273,3
386,/23/47/15962364/30060,ontology,,/23/47/15962364,3
387,/23/47/295/917,cryptography,,/23/47/295,3
388,/29/97/543/1337,democracy,,/29/97/543,3
389,/29/91/523/1313,employment,,/29/91/523,3
390,/23/53/367/1117,photochemistry,,/23/53/367,3
391,/25/77/479/1267,sustainable architecture,,/25/77/479,3
392,/23/47/305/967,internet of things,,/23/47/305,3
393,/23/49/341/325,virology,,/23/49/341,3
394,/23/51/359/1063,discrete mathematics,,/23/51/359,3
395,/23/49/321/30027,ethology,,/23/49/321,3
396,/23/53/369/1673,polyurethane,,/23/53/369,3
397,/23/53/363/1103,alcohols,,/23/53/363,3
398,/25/67/425/1171,energy conversion,,/25/67/425,3
399,/29/101/553/1353,mortality,,/29/101/553,3
400,/21/35/155/48479582,immunisation,,/21/35/155,3
401,/23/53/365/1085,organometallic chemistry,,/23/53/365,3
402,/23/43/263/57029799,quasiparticles,,/23/43/263,3
403,/21/33/121/44109686,RNA viruses,,/21/33/121,3
404,/23/49/341/1029,phycology,,/23/49/341,3
405,/21/39/225/78799773,pancreatic cancer,,/21/39/225,3
406,/21/37/165/659,gene therapy,,/21/37/165,3
407,/21/33/117/38005658,obesity,,/21/33/117,3
408,/25/59/379/40683644,organ on a chip,,/25/59/379,3
409,/21/39/225/1465,skin cancer,,/21/39/225,3
410,/25/71/443/1201,phytoremediation,,/25/71/443,3
411,/25/73/453/459,robotics,,/25/73/453,3
412,/23/45/293/913,natural disasters,,/23/45/293,3
413,/29/91/523/1307,business models,,/29/91/523,3
414,/25/71/443/1195,bioreactors,,/25/71/443,3
415,/25/67/89023697/1183,wastewater treatment processes,,/25/67/89023697,3
416,/23/53/363/1099,aliphatic compounds,,/23/53/363,3
417,/23/45/285/869,biogeochemistry,,/23/45/285,3
418,/23/49/341/1031,mycology,,/23/49/341,3
419,/23/49/345/1039,entomology,,/23/49/345,3
420,/31/113/613/79767231,prehistory,,/31/113/613,3
421,/31/113/611/1429,ethnoarchaeology,,/31/113/611,3
422,/31/113/611/1425,bioarchaeology,,/31/113/611,3
423,/25/59/377/1145,food packaging,,/25/59/377,3
424,/23/53/373/1131,electrolysis,,/23/53/373,3
425,/23/47/297/935,computer vision,,/23/47/297,3
426,/27/81/30021/1279,sustainable agriculture,,/27/81/30021,3
427,/25/63/387/1155,biocomposites,,/25/63/387,3
428,/25/59/379/29240000,molecular engineering,,/25/59/379,3
429,/29/91/523/61851014,innovation management,,/29/91/523,3
430,/25/59/81020971/41165450,nuclear waste management,,/25/59/81020971,3
431,/23/43/253/753,nuclear decay,,/23/43/253,3
432,/25/61/383/1147,bioplastics,,/25/61/383,3
433,/25/77/473/1257,structural health monitoring,,/25/77/473,3
434,/21/39/225/719,leukemia,,/21/39/225,3
435,/25/63/19232965/84184824,amorphous semiconductors,,/25/63/19232965,3
436,/23/45/291/903,mineralogy,,/23/45/291,3
437,/25/71/443/1197,bioleaching,,/25/71/443,3
438,/25/75/469/1245,product engineering,,/25/75/469,3
439,/23/45/30018/30032,climatology,,/23/45/30018,3
440,/21/33/121/621,malaria,,/21/33/121,3
441,/25/57/375/1141,laboratory samples analysis,,/25/57/375,3
442,/25/61/385/1151,fermentation,,/25/61/385,3
443,/21/35/161/30023,pathophysiology,,/21/35/161,3
444,/27/81/30021/499,horticulture,,/27/81/30021,3
445,/25/75/461/1237,naval engineering,,/25/75/461,3
446,/23/45/289/887,physical oceanography,,/23/45/289,3
447,/21/35/159/647,pharmacokinetics,,/21/35/159,3
448,/23/43/259/783,microelectronics,,/23/43/259,3
449,/23/53/365/78089026,alkali metals,,/23/53/365,3
450,/23/53/363/1105,hydrocarbons,,/23/53/363,3
451,/21/33/121/77640482,DNA viruses,,/21/33/121,3
452,/21/35/153/627,parkinson,,/21/35/153,3
453,/23/53/363/1101,aldehydes,,/23/53/363,3
454,/23/53/69669548/1149,biocatalysis,,/23/53/69669548,3
455,/25/75/461/1235,automotive engineering,,/25/75/461,3
456,/21/39/243/743,vascular diseases,,/21/39/243,3
457,/29/91/523/1311,commerce,,/29/91/523,3
458,/23/53/365/88826151,alkaline earth metals,,/23/53/365,3
459,/29/101/1367/1771,social inequalities,,/29/101/1367,3
460,/29/101/561/1377,social anthropology,,/29/101/561,3
461,/23/43/263/803,soft matter physics,,/23/43/263,3
462,/21/35/161/655,homeostasis,,/21/35/161,3
463,/25/67/11936537/253482,green infrastructure,,/25/67/11936537,3
464,/23/49/337/44114657,epigenetics,,/23/49/337,3
465,/31/109/593/1405,dramaturgy,,/31/109/593,3
466,/23/49/313/991,cell signaling,,/23/49/313,3
467,/31/111/609/1415,epistemology,,/31/111/609,3
468,/23/53/69669548/1135,electrocatalysis,,/23/53/69669548,3
469,/31/107/577/30042,history of literature,,/31/107/577,3
470,/31/115/563/49932688,digital humanities,,/31/115/563,3
471,/23/43/259/779,spintronics,,/23/43/259,3
472,/23/53/367/1121,quantum chemistry,,/23/53/367,3
473,/23/47/295/923,data protection,,/23/47/295,3
474,/23/47/299/945,data exchange,,/23/47/299,3
475,/25/73/453/1215,signal processing,,/25/73/453,3
476,/23/49/327/1005,computational neuroscience,,/23/49/327,3
477,/31/111/607/1411,islam,,/31/111/607,3
478,/31/115/563/8796787,knowledge organization,,/31/115/563,3
479,/29/101/553/1355,census,,/29/101/553,3
480,/21/33/30011/623,eHealth,,/21/33/30011,3
481,/29/99/547/1339,transport planning,,/29/99/547,3
482,/23/47/307/30031,software development,,/23/47/307,3
483,/23/49/345/1037,invertebrate zoology,,/23/49/345,3
484,/21/33/137/80706006,occupational health,,/21/33/137,3
485,/23/53/365/72225544,halogens,,/23/53/365,3
486,/29/99/547/1347,public transport,,/29/99/547,3
487,/23/45/277/48154859,sustainability sciences,,/23/45/277,3
488,/25/67/11936537/64292513,climate change adaptation,,/25/67/11936537,3
489,/23/45/287/883,ecohydrology,,/23/45/287,3
490,/23/51/359/1069,arithmetics,,/23/51/359,3
491,/23/49/335/21057214,evolutionary ecology,,/23/49/335,3
492,/21/39/217/707,asthma,,/21/39/217,3
493,/23/49/315/53875678,metabolomes,,/23/49/315,3
494,/21/39/225/1473,prostate cancer,,/21/39/225,3
495,/21/35/161/30022,cytology,,/21/35/161,3
496,/25/69/435/1189,nanocrystals,,/25/69/435,3
497,/25/65/81684188/1157,desalination,,/25/65/81684188,3
498,/25/59/379/16253769,lab on a chip,,/25/59/379,3
499,/23/43/257/767,observational astronomy,,/23/43/257,3
500,/29/95/92131787/31823250,social developments,,/29/95/92131787,3
501,/23/49/327/1007,cognitive neuroscience,,/23/49/327,3
502,/23/49/309/985,molecular neuroscience,,/23/49/309,3
503,/23/51/359/1073,algebra,,/23/51/359,3
504,/23/47/297/931,computational intelligence,,/23/47/297,3
505,/25/57/693/1455,magnetic resonance imaging,,/25/57/693,3
506,/23/43/257/759,astrophysics,,/23/43/257,3
507,/23/53/371/1125,radiation chemistry,,/23/53/371,3
508,/21/39/225/49564263,lung cancer,,/21/39/225,3
509,/23/45/291/901,seismology,,/23/45/291,3
510,/25/67/423/11977416,land management,,/25/67/423,3
511,/23/45/283/855,land-based treatment,,/23/45/283,3
512,/23/45/283/2818304,soil management,,/23/45/283,3
513,/25/67/425/1165,fossil energy,,/25/67/425,3
514,/23/45/291/905,sedimentology,,/23/45/291,3
515,/25/77/84897392/1187,irrigation,,/25/77/84897392,3
516,/25/65/81684188/9727961,distillation,,/25/65/81684188,3
517,/23/43/253/751,nuclear fusion,,/23/43/253,3
518,/21/39/201/691,nuclear medicine,,/21/39/201,3
519,/23/51/355/1053,mathematical physics,,/23/51/355,3
520,/29/97/67681549/33870553,terrorism,,/29/97/67681549,3
521,/23/53/365/1111,inorganic compounds,,/23/53/365,3
522,/27/81/30021/12266820,industrial crops,,/27/81/30021,3
523,/25/67/11936537/91827000,climatic change mitigation,,/25/67/11936537,3
524,/25/77/84897392/33625299,ocean engineering,,/25/77/84897392,3
525,/31/113/613/30035,modern history,,/31/113/613,3
526,/29/101/1363/30044,women’s studies,,/29/101/1363,3
527,/29/101/559/39205417,environmental governance,,/29/101/559,3
528,/23/53/363/1095,aromatic compounds,,/23/53/363,3
529,/29/97/67681549/59419741,elections,,/29/97/67681549,3
530,/23/45/293/907,glaciology,,/23/45/293,3
531,/29/91/521/1301,econometrics,,/29/91/521,3
532,/29/101/561/27781344,science and technology studies,,/29/101/561,3
533,/25/75/469/1247,additive manufacturing,,/25/75/469,3
534,/21/39/235/731,schizophrenia,,/21/39/235,3
535,/31/113/613/30034,medieval history,,/31/113/613,3
536,/29/97/537/1329,bureaucracy,,/29/97/537,3
537,/23/43/263/797,mesoscopic physics,,/23/43/263,3
538,/23/43/263/799,quantum gases,,/23/43/263,3
539,/31/111/609/1797,political philosophy,,/31/111/609,3
540,/23/47/297/925,heuristic programming,,/23/47/297,3
541,/25/73/451/1161,electric energy,,/25/73/451,3
542,/31/111/609/30040,history of philosophy,,/31/111/609,3
543,/23/47/299/943,data mining,,/23/47/299,3
544,/21/39/697/1461,postnatal care,,/21/39/697,3
545,/21/39/697/1457,childbirth,,/21/39/697,3
546,/23/53/371/1127,radiochemistry,,/23/53/371,3
547,/23/53/365/30816592,post-transition metals,,/23/53/365,3
548,/25/77/475/1263,airport engineering,,/25/77/475,3
549,/23/45/275/821,palynology,,/23/45/275,3
550,/31/113/611/1427,underwater archaeology,,/31/113/611,3
551,/23/45/291/893,geomorphology,,/23/45/291,3
552,/25/67/425/1167,nuclear energy,,/25/67/425,3
553,/21/39/225/1471,breast cancer,,/21/39/225,3
