project_id,euroscivoc_id
101125759,377
101109997,351
101109997,547
101109997,781
101109997,796
101067977,351
101124770,318
101124770,330
101124770,351
101042414,176
101042414,351
101042414,796
101042414,809
101042414,836
101221654,351
101221654,796
101209345,351
101209345,471
101057977,351
101057977,796
101075962,111
101075962,329
101075962,351
101075962,537
101075962,572
101113901,329
101113901,351
101113901,796
101163917,351
101163917,402
101163917,866
101042707,351
101042707,380
101042707,547
101207941,351
101207941,796
101207941,1026
101203362,305
101203362,318
101203362,351
101203362,387
101203362,809
101149751,305
101149751,351
101149751,796
101150858,330
101150858,348
101150858,351
101150858,380
101150858,796
101109672,318
101109672,351
101109672,796
101054860,351
101054860,471
101064707,351
101064707,796
101124606,351
101204967,351
101204967,796
101054327,351
101054327,796
101042304,351
101042304,559
101042304,796
101062864,53
101062864,351
101062864,796
101153933,351
101204715,330
101204715,351
101204715,380
101204715,796
101201611,111
101201611,351
101244222,119
101244222,348
101244222,349
101244222,472
101132291,471
101136607,124
101136607,411
101186579,111
101186579,115
101069424,312
101069424,529
101069424,771
101054629,312
101054629,1015
101211639,377
101211639,532
101211639,803
101151283,532
101151283,796
101204093,318
101204093,350
101204093,866
101204580,305
101204580,350
101204580,572
101070622,176
101070622,323
101070622,329
101070622,350
101070622,380
101141942,348
101141942,350
101141942,375
101206221,115
101206221,350
101088331,350
101088331,387
101088331,547
101066781,350
101066781,1030
101116599,350
101116599,582
101060306,329
101060306,350
101060306,380
101039375,318
101039375,329
101039375,350
101070441,350
101070441,380
101070441,449
101124492,350
101124492,351
101042989,22
101042989,348
101042989,350
101042989,378
101043229,305
101043229,350
101043229,380
101043229,593
101187231,72
101187231,350
101187231,351
101187231,796
101188720,350
101111896,319
101111896,330
101111896,350
101111896,380
101111896,547
101109698,329
101109698,350
101109698,796
101130304,349
101130304,350
101130304,357
101130304,878
101070195,350
101070195,380
101159049,176
101159049,305
101159049,350
101159049,796
101136471,350
101203931,330
101203931,338
101203931,348
101203931,351
101203931,402
101154100,318
101154100,631
101154100,899
101154100,1022
101059826,87
101059826,110
101059826,111
101059826,113
101166158,139
101166158,305
101109916,372
101109916,393
101109916,819
101150724,351
101136793,380
101136793,393
101136793,796
101081361,23
101081361,69
101081361,348
101081361,452
101187962,143
101187962,305
101159159,143
101159159,329
101248662,143
101248662,351
101248662,796
101248662,1026
101225776,69
101225776,143
101189009,143
101189009,380
101189009,448
101119746,69
101119746,143
101119746,387
101113570,143
101113570,176
101113570,387
101247760,143
101247760,305
101247760,387
101155733,82
101155733,328
101155733,330
101155733,378
101155733,402
101170381,328
101170381,781
101169761,109
101169761,239
101169761,328
101169761,472
101205112,328
101205112,449
101205112,796
101210559,82
101210559,328
101109662,318
101109662,328
101109662,351
101109662,378
101109662,809
101139828,328
101248173,127
101248173,330
101248173,380
101248173,796
101053801,127
101053801,351
101053801,796
101119602,127
101119602,338
101072637,127
101072637,143
101125858,777
101125858,786
101125858,851
101076233,351
101076233,777
101076233,836
101076233,866
101227218,32
101227218,127
101227218,305
101141332,69
101141332,348
101141332,390
101141332,1022
101040197,348
101040197,381
101040197,390
101040197,402
101040197,471
101152284,53
101152284,390
101194491,69
101194491,313
101062692,131
101062692,279
101062692,472
101212189,81
101212189,131
101212189,312
101212189,1015
101113983,313
101234366,127
101234366,313
101234366,836
101154937,131
101154937,348
101209173,53
101209173,131
101102140,131
101102140,143
101102140,176
101102140,313
101153432,87
101153432,131
101153432,307
101234224,131
101234224,313
101234224,836
101105235,131
101105235,310
101078608,131
101078608,650
101088032,131
101088032,378
101088032,383
101088032,1015
101135927,131
101135927,329
101135927,392
101135927,836
101185617,330
101185617,818
101217820,22
101217820,818
101150340,305
101150340,796
101150340,818
101154361,110
101154361,330
101154361,350
101154361,682
101154361,818
101097693,318
101097693,348
101097693,377
101097693,809
101097693,818
101080374,387
101080374,796
101080374,818
101135845,350
101135845,818
101118915,328
101118915,348
101118915,350
101118915,818
101100718,176
101100718,350
101100718,351
101100718,448
101100718,818
101060143,818
101042349,330
101042349,380
101042349,818
101042349,1022
101110229,22
101110229,143
101110229,387
101110229,818
101110229,874
101113334,818
101208259,143
101208259,387
101208259,818
101040179,351
101040179,796
101040179,818
190188855,36
190188855,69
190188855,796
190188855,818
101106833,818
101089099,330
101089099,381
101089099,593
101089099,796
101089099,818
101104148,143
101104148,175
101104148,818
101131418,350
101131418,796
101131418,818
101123037,329
101123037,796
101123037,818
101106271,305
101106271,330
101106271,449
101106271,818
101064471,818
101042315,148
101042315,351
101042315,818
101115420,796
101115420,818
101145886,68
101145886,305
101145886,402
101145886,818
101145886,866
101087343,330
101087343,351
101087343,781
101087343,796
101087343,818
101042672,330
101042672,449
101042672,796
101042672,818
101135288,380
101135288,449
101135288,796
101135288,818
101166915,350
101166915,380
101166915,796
101166915,818
101109971,111
101109971,351
101109971,796
101109971,818
101152619,330
101152619,818
101219179,148
101219179,380
101219179,796
101219179,818
101209686,351
101209686,547
101209686,582
101209686,818
101062372,318
101062372,402
101062372,818
101087901,110
101087901,351
101087901,380
101087901,593
101087901,818
101170907,818
101040409,377
101040409,818
101135699,148
101135699,380
101135699,521
101135699,796
101131550,72
101131550,127
101116984,68
101116984,111
101116984,166
101116984,196
101116984,402
101040164,50
101040164,348
101040164,459
101069515,305
101069515,330
101069515,380
101069515,796
101135785,818
101054098,334
101054098,504
101054098,523
101054098,796
101054098,954
101219185,323
101219185,379
101209363,82
101209363,97
101209363,377
101209363,471
101209363,825
101154412,82
101154412,588
101154412,776
101076437,196
101076437,330
101076437,796
101076437,818
101155089,111
101155089,196
101155089,382
101155089,547
101155089,579
101129734,196
101129734,408
101129734,508
101129734,792
101129734,799
101170022,196
101170022,330
101170022,348
101170022,717
101170022,781
101046790,124
101046790,196
101046790,330
101046790,380
101046790,419
101117845,196
101117845,796
101117845,818
101148934,141
101148934,196
101148934,348
101148934,1032
101188682,796
101170123,94
101170123,350
101170123,378
101170123,818
101150440,119
101150440,351
101150440,796
101150440,818
101059999,52
101059999,81
101059999,157
190120340,818
101129663,329
101129663,796
101129663,803
101215241,127
101215241,143
101215241,803
101215241,818
101115190,796
101135853,471
101146565,377
101088589,1029
101081458,111
101081458,113
101162059,506
101135931,329
101095857,808
101095857,860
101220181,111
101169611,115
101119552,111
101119552,378
101086394,377
101086394,378
101086394,503
101086123,56
101086123,111
101086123,378
101166026,424
101130724,118
101130724,129
101130724,472
190125825,330
190125825,796
190125825,836
101169765,330
101225759,111
101247472,319
101141922,860
101080086,110
101080086,111
101080086,356
101080086,796
101204057,808
101204057,860
101073795,520
101220401,503
101220401,796
101065263,808
101065263,860
101113088,329
101113088,330
101113088,411
101161522,95
101113173,305
101113173,330
101113173,380
101113173,796
190183782,377
190183782,796
101185817,110
101185817,139
101185817,380
101185817,796
101136719,330
101136719,380
101136719,582
101136719,727
101214315,796
101214315,838
190110172,305
190110172,796
190110172,836
101046968,796
101099699,329
101099699,348
101099699,380
101099699,547
101099699,796
101099230,111
101099230,380
101112839,783
101218305,796
101115575,113
101115575,349
101115575,579
101218392,781
101054448,111
101054448,330
101054448,579
101171399,111
101221746,471
101066761,330
101066761,796
101114881,796
101221560,796
101210170,348
101142136,348
101163189,815
101169608,330
101169608,416
101169608,1022
101039636,307
101039636,329
101039636,338
101039636,631
101065967,195
101065967,307
101065967,380
101065967,781
101065967,796
101064498,348
101064498,471
101219872,30
101219872,355
101039522,110
101039522,349
101039522,796
101039522,954
101041435,796
101070558,490
101207688,378
101211351,860
101211351,892
101208898,227
101208898,330
101208898,380
101208898,521
101208898,809
101202109,305
101208849,378
101202316,559
101202316,796
101202316,964
101208590,111
101208590,378
101204890,796
101209198,330
101202083,381
101202083,860
101203692,796
101209080,378
101209080,796
101202714,330
101202714,781
101122583,811
101077500,795
101125449,111
101115822,378
101115822,969
101149037,308
101153392,771
101040907,503
101148556,796
101042080,796
101042080,838
101042080,840
101151501,329
101151501,796
101149067,635
101055224,334
101055224,349
101055224,796
101149691,338
101062717,338
101226674,68
101226674,118
101226674,725
101201649,111
101199663,377
101199663,378
101199663,503
101199663,519
101199663,815
101200505,111
101171295,330
101171295,1022
101116043,136
101116043,378
101219560,110
101219560,338
101117835,471
101117835,519
101117835,543
101117835,682
101076972,401
101076972,472
101076972,622
101076972,795
101076972,1015
101040624,18
101061805,82
101061805,771
101149076,808
101149076,860
101119489,329
101119489,411
101170147,373
101164551,378
101164551,503
101164551,1029
101117338,378
101087692,111
101098279,836
101088193,795
101063946,859
101063946,860
101063135,377
101065605,111
101055186,329
101066064,503
101041499,56
101041499,503
101041499,815
101053167,30
101053167,95
101164895,859
101164895,860
101212809,866
101170304,836
101170304,860
101170304,866
101170304,892
101125637,808
101142020,87
101125173,559
101125173,736
101149209,378
101146984,141
101146984,179
101146984,398
101146984,1022
101115511,378
101067180,110
335086,893
909231,375
626373,87
626373,354
626373,961
339760,354
339760,503
339760,1039
299990,795
250465,110
220498,472
220498,796
908108,105
908108,176
908108,471
908108,612
908108,796
278208,111
278208,318
278208,538
278208,796
329430,18
329430,56
329430,111
224793,111
224793,170
224793,373
224793,506
224793,850
622876,69
622876,373
622876,771
203479,350
203479,538
203479,796
293900,111
293900,131
334228,22
334228,808
334228,862
334228,966
334228,984
230785,111
230785,136
230785,623
230785,628
628912,22
628912,111
628912,119
298811,113
298811,330
298811,349
298811,471
298811,818
625198,330
276973,318
276973,329
276973,330
276973,348
276973,471
299264,131
299264,307
299264,312
299264,472
299264,809
338580,110
338580,131
338580,416
329098,51
329098,378
329098,815
329098,852
329098,918
630978,87
630978,111
630978,383
630978,454
630978,1015
322150,111
322150,387
322150,516
322150,736
322150,818
321952,196
299890,866
279619,348
279619,623
303742,113
303742,338
303742,351
303742,458
303742,866
631064,351
618188,351
618188,796
618188,866
255038,124
255038,251
255038,383
255038,454
255038,1015
202499,350
202499,796
202499,818
220105,349
220105,796
220957,351
220957,796
227959,796
236395,111
236395,796
236395,818
237241,111
237241,796
224886,22
224886,111
224886,334
224886,387
224886,796
320731,111
320731,334
320731,387
320731,796
289305,349
289305,350
289305,387
289305,579
289305,818
621724,87
621724,353
621724,381
621724,503
621724,1039
229893,251
229893,558
316897,108
316897,111
316897,126
253214,166
253214,318
253214,471
253214,475
253214,476
618258,111
618258,351
618258,796
618258,818
300036,227
300036,471
300036,809
270324,128
270324,330
270324,334
270324,380
270324,425
320651,118
320651,381
320651,808
321918,111
321918,373
321918,375
321918,682
627976,378
627976,744
627976,863
306504,373
306504,377
306504,471
306504,547
306504,623
339081,22
339081,226
339081,310
339081,332
228074,56
228074,87
228074,430
291371,111
291371,136
291371,378
291371,771
331159,110
236417,682
236417,796
276781,110
276781,350
276781,796
270843,351
270843,796
270843,818
627478,378
627478,579
627478,612
627478,818
307663,378
307663,503
278011,215
278011,373
278011,519
278011,918
278011,1029
318516,448
272113,349
272113,381
272113,736
272113,863
272113,866
236345,111
236345,305
236345,796
236345,818
239937,111
239937,115
239937,373
239937,796
329851,380
329851,475
329851,796
329851,818
227844,68
227844,349
227844,818
227844,954
330487,111
330487,387
330487,796
330487,818
330487,954
338957,471
338957,809
299141,22
299141,111
239351,796
239351,818
340210,113
340210,351
340210,519
340210,796
340210,866
298742,111
298742,623
298742,796
319360,18
319360,111
319360,134
319360,380
319360,796
304249,351
304249,796
307379,338
307379,471
307379,485
307379,505
307379,818
302158,348
302158,349
302158,796
219632,318
219632,330
219632,424
219632,471
219632,796
952165,69
952165,87
952165,836
101003292,348
101003292,472
101003292,546
948047,139
948047,346
871130,227
853443,355
891889,852
865411,56
865411,355
865411,412
865411,509
865411,795
865870,111
834290,136
834290,351
834290,377
834735,18
834735,811
834735,815
846181,146
846181,472
846181,635
805080,381
805080,809
818761,796
749316,111
749316,115
749316,334
749316,387
749316,954
885394,387
885394,392
885394,839
820505,387
820505,796
820505,1026
820505,1038
780701,387
780701,796
780701,893
101002845,387
714294,387
714294,796
705194,111
705194,305
705194,387
705194,668
705194,796
947821,387
661338,108
661338,110
661338,349
661338,387
661338,866
801285,176
801285,330
801285,387
801285,612
801285,796
101020788,387
101020788,796
101020005,387
101020005,638
101020005,796
694925,175
694925,504
694925,628
694925,878
694925,998
101031489,111
101031489,175
101031489,796
693604,175
693604,176
693604,387
693604,612
693604,796
752491,336
752491,397
752491,450
752491,1015
862721,380
862721,448
862721,521
862721,796
894103,148
894103,808
894103,811
894103,836
894103,892
791122,148
791122,381
791122,860
883830,98
883830,348
883830,1023
834024,98
834024,680
834024,796
752608,98
851421,98
851421,348
882848,330
882848,351
882848,866
794842,111
794842,119
794842,387
864008,119
864008,305
898663,119
898663,136
898663,377
898663,378
898663,582
692891,119
692891,198
692891,354
692891,472
692891,1034
681456,23
681456,50
681456,119
681456,179
681456,334
894326,109
894326,330
894326,380
894326,682
894326,796
700189,109
700189,338
700189,348
700189,378
700189,401
839217,69
839217,98
839217,110
839217,382
839217,796
747228,69
747228,381
747228,744
747228,828
747228,858
703446,355
703446,461
703446,472
703446,505
703446,835
748895,53
748895,355
748895,472
748895,771
748895,835
706415,69
706415,87
706415,111
706415,472
706415,528
828826,69
828826,334
828826,355
828826,504
828826,796
951821,69
819317,69
819317,387
676580,69
676580,87
676580,98
676580,118
676580,561
794750,22
794750,111
794750,119
794750,682
794750,796
894805,22
894805,330
894805,540
713682,22
713682,346
713682,387
713682,796
820495,69
820495,355
820495,796
842694,227
842694,318
842694,348
842694,382
770929,22
770929,148
770929,329
770929,796
750905,22
750905,111
750905,334
841534,22
841534,111
841534,334
805021,36
805021,305
805021,318
805021,348
660231,69
660231,329
660231,348
660231,796
660231,919
750280,184
750280,236
750280,558
750280,774
750280,805
796619,69
796619,387
796619,490
796619,796
796619,839
891400,69
891400,87
752898,69
752898,195
752898,318
752898,475
752898,579
810002,50
810002,126
810002,329
644729,69
644729,387
644729,392
644729,490
644729,567
839847,69
839847,170
839847,836
840550,69
840550,87
840550,330
840550,355
840550,380
880605,69
880605,338
101001890,69
814487,69
814487,355
814487,386
814487,561
814487,796
798196,69
798196,348
798196,377
798196,472
798196,682
786714,22
786714,472
786714,1020
883256,82
883256,329
883256,330
883256,383
883256,1022
679001,50
679001,383
890300,348
890300,558
767912,472
767912,558
767912,795
767912,838
767912,847
953418,69
953418,111
953418,251
953418,558
706349,115
706349,519
706349,682
706349,811
706349,862
794563,793
798532,69
798532,109
798532,338
798532,468
798532,793
832488,793
832488,825
832488,919
678169,378
678169,383
678169,622
678169,771
678169,793
648328,69
648328,373
648328,402
648328,579
648328,809
702635,206
702635,330
702635,402
702635,430
702635,472
842901,111
842901,305
842901,377
842901,402
842901,796
681164,334
681164,348
681164,402
681164,471
681164,962
715620,87
715620,318
715620,402
715620,482
715620,682
751859,305
751859,373
751859,381
751859,402
751859,796
101032967,109
101032967,402
101032967,796
773122,110
773122,148
773122,382
773122,402
773122,1022
640800,115
640800,170
640800,378
640800,402
657004,377
657004,381
657004,402
657004,796
657004,874
704998,227
704998,402
704998,796
704998,809
951541,119
951541,402
951541,796
951541,809
951541,866
893915,353
893915,377
893915,402
893915,538
707636,111
707636,355
707636,373
707636,402
707636,793
101030915,111
101030915,402
101030915,744
101030915,863
844511,375
844511,378
844511,380
844511,402
818064,69
818064,348
818064,402
818064,799
818064,809
862683,69
862683,227
862683,330
862683,402
871740,330
871740,781
871740,794
871740,796
640079,111
640079,355
640079,380
640079,387
640079,561
817581,796
871900,176
850641,330
850641,351
850641,380
850641,796
893943,87
893943,113
893943,338
893943,351
893943,485
101029345,69
101029345,351
101029345,377
101029345,402
101029345,796
741734,348
741734,351
741734,796
741734,866
899558,22
899558,351
899558,796
788932,318
788932,351
788932,402
804273,330
804273,351
804273,378
101001310,351
101001310,796
714005,111
714005,338
714005,348
714005,351
714005,802
101031415,111
101031415,305
101031415,351
101031415,796
703195,111
703195,348
703195,351
703195,471
703195,623
862046,351
862046,380
862046,472
862046,561
862046,796
893743,68
893743,69
893743,349
893743,351
893743,402
637928,111
637928,348
637928,351
637928,380
637928,682
788185,227
788185,318
788185,351
788185,378
788185,919
716559,330
716559,351
716559,402
716559,796
716559,866
786020,318
786020,348
786020,351
786020,402
725636,351
101007322,177
101007322,351
101007322,561
101007322,796
101033521,110
101033521,351
101033521,796
101033521,809
654469,351
654469,377
654469,402
654469,866
654469,962
659653,113
659653,330
659653,348
659653,351
659653,866
851931,351
851931,860
832814,111
832814,351
832814,796
964398,330
964398,351
964398,378
964398,781
964398,836
832256,351
832256,796
832256,866
885413,348
885413,351
899561,351
899561,796
864483,351
864483,377
864483,380
864483,796
864483,866
803047,351
804988,330
804988,351
804988,796
946372,351
946372,796
832645,330
832645,351
832645,378
832645,402
832645,796
788715,351
795111,351
795111,809
795111,866
656129,349
656129,351
656129,402
656129,796
656129,866
833350,348
833350,351
833350,547
751047,351
751047,382
751047,472
751047,682
751047,919
681260,351
681260,375
681260,377
681260,381
749150,111
749150,113
749150,115
749150,351
749150,796
757725,318
757725,351
757725,402
757725,796
757725,866
862893,118
862893,351
862893,377
862893,472
862893,796
787515,351
787515,378
787515,402
787515,471
787515,866
828948,330
828948,351
828948,402
828948,796
746150,351
746150,449
746150,796
746150,866
787414,348
787414,351
787414,402
787414,796
787414,866
716655,111
716655,330
716655,351
677061,87
677061,111
677061,351
677061,402
694272,113
694272,351
694272,377
694272,796
796603,351
796603,380
796603,471
796603,562
796603,682
101022949,351
101022949,380
101022949,796
660532,351
660532,537
660532,638
660532,866
841673,307
841673,312
841673,348
841673,372
841673,383
758911,111
758911,312
758911,380
758911,387
690853,66
690853,179
690853,771
690853,835
706724,349
706724,350
657261,111
657261,350
657261,796
657261,906
657261,1038
829153,330
829153,350
780284,350
780284,472
780284,847
752822,69
752822,111
752822,350
752822,866
752822,1022
956387,330
956387,350
956387,448
852428,305
852428,329
852428,350
852428,380
852428,796
899912,348
899912,350
899912,796
745944,110
745944,111
745944,350
745944,351
745944,538
840450,115
840450,305
840450,350
840450,796
716648,113
716648,307
716648,350
716648,351
795107,111
795107,350
795107,796
838454,111
838454,318
838454,350
838454,538
838454,796
964191,330
964191,350
964191,380
820314,350
820314,791
820314,796
820314,1038
818195,350
818195,387
818195,796
818195,1030
101032241,227
101032241,348
101032241,350
810451,350
810451,351
810451,402
810451,435
810451,809
800986,157
800986,355
800986,875
642069,87
642069,170
642069,804
642069,836
642069,859
844265,519
691209,87
691209,111
691209,113
691209,350
691209,612
101024314,378
101027251,111
885155,81
885155,540
101026616,81
101026616,111
101026616,251
101026616,312
949119,111
949119,350
949119,351
101028468,110
101028468,351
101028468,809
805031,143
805031,387
805031,796
639366,143
639366,387
639366,796
679924,111
679924,143
679924,387
679924,482
679924,796
750602,68
750602,143
750602,349
750602,387
750602,875
757772,111
757772,143
757772,338
757772,796
101025848,111
101025848,143
101025848,355
101025848,504
101025848,796
820445,69
820445,143
820445,796
645622,69
645622,143
645622,387
645622,796
645622,839
639560,111
639560,118
639560,143
639560,561
639560,736
681311,111
681311,118
681311,143
681311,251
681311,796
747927,328
747927,334
747927,380
747927,781
747927,809
741002,472
741002,622
741002,627
741002,777
811363,777
658173,146
658173,390
832237,69
832237,312
832237,390
765739,348
765739,390
765739,472
765739,836
712721,328
712721,334
712721,349
712721,402
712721,775
668679,22
668679,148
668679,808
844161,68
844161,349
844161,458
844161,796
795605,458
795605,651
795605,771
795605,825
795605,936
797121,111
797121,113
797121,458
852236,111
852236,318
852236,458
770754,374
770754,458
897890,313
897890,698
824143,87
824143,313
824143,482
757850,131
772834,131
772834,355
101018180,313
101018180,836
863481,131
863481,377
863481,390
659545,131
659545,338
659545,397
659545,416
657424,131
657424,330
657424,380
657424,402
657424,908
946528,305
946528,313
946528,796
951852,69
951852,313
951852,330
951852,380
951852,796
757111,82
757111,131
757111,372
966781,131
966781,355
966781,805
966781,831
658705,32
658705,111
658705,131
658705,472
658705,521
851504,131
851504,796
892003,79
892003,131
892003,332
892003,338
892003,416
101025672,131
101025672,338
101025672,355
101025672,381
101025672,472
817977,131
817977,472
832697,131
832697,348
813242,796
813242,818
703860,79
703860,131
703860,378
703860,472
703860,793
820391,796
820391,818
795121,796
795121,818
705278,53
705278,111
705278,338
705278,387
705278,818
702084,796
702084,818
862035,330
862035,796
862035,818
707364,111
707364,380
707364,593
707364,796
707364,818
836849,98
836849,402
836849,472
836849,818
751016,355
751016,380
751016,425
751016,818
751016,964
746843,68
746843,330
746843,349
746843,796
746843,818
656530,68
656530,349
656530,378
656530,387
656530,818
703193,111
703193,330
703193,558
703193,796
703193,818
695188,111
695188,330
695188,796
695188,818
753067,330
753067,350
753067,471
753067,612
753067,818
743949,350
743949,818
714235,111
714235,471
714235,682
714235,796
714235,818
745608,68
745608,349
745608,471
745608,628
745608,818
648613,351
648613,471
648613,572
648613,796
648613,818
772627,111
772627,143
772627,516
772627,796
772627,818
656093,330
656093,349
656093,380
656093,612
656093,818
804247,818
747866,330
747866,382
747866,593
747866,796
747866,818
841618,110
841618,796
841618,818
707438,176
707438,475
707438,612
707438,796
707438,818
725920,68
725920,330
725920,334
725920,349
725920,818
789463,68
789463,330
789463,818
655161,111
655161,348
655161,354
655161,449
655161,818
101025664,387
101025664,402
101025664,818
641039,22
641039,111
641039,251
641039,324
641039,818
840393,148
840393,176
840393,329
840393,796
840393,818
840453,796
840453,818
676108,330
676108,348
676108,380
676108,796
676108,818
820423,68
820423,330
820423,818
752285,318
752285,350
752285,579
752285,818
752285,943
817021,346
817021,473
817021,567
817021,612
817021,818
749971,349
749971,351
749971,387
749971,796
749971,818
852410,377
852410,818
846073,796
846073,818
648667,111
648667,796
648667,818
835791,796
835791,818
669550,338
669550,348
669550,351
669550,402
669550,818
703926,111
703926,351
703926,378
703926,682
703926,818
639172,110
639172,111
639172,377
639172,572
639172,818
846353,68
846353,330
846353,402
846353,818
679531,330
679531,796
679531,809
679531,818
702406,110
702406,111
702406,818
702406,1022
795159,111
795159,796
795159,818
854843,69
854843,348
854843,350
854843,818
854843,866
866365,348
866365,351
866365,796
866365,809
866365,818
694097,402
694097,572
694097,818
694097,866
694097,908
661191,330
661191,380
661191,381
661191,449
661191,818
899544,796
899544,818
759388,330
759388,380
759388,471
759388,796
759388,818
786702,53
786702,68
786702,349
786702,818
786702,836
756365,110
756365,818
840968,110
840968,796
840968,818
654603,68
654603,349
654603,378
654603,387
654603,818
742745,111
742745,350
742745,355
742745,387
742745,818
789642,349
789642,449
789642,612
789642,796
789642,818
753788,796
753788,818
702304,330
702304,449
702304,818
843706,68
843706,111
843706,119
843706,448
843706,818
751883,330
751883,380
751883,547
751883,796
751883,818
659012,330
659012,334
659012,350
